id,timestamp,region,category,subcategory,feature_1,feature_2,feature_3,feature_4,amount,is_high,label
73,2023-12-04,North,B,S2,50.8548687749375,19.240539416205706,7,11.544088307684406,60.692488636989026,0,B_S2
74,2023-04-05,West,B,S4,75.95760256029283,59.08100013876346,8,27.191671608143892,117.22440149862659,1,B_S4
75,2024-05-16,North,C,S4,18.30274328819698,21.551690771613835,6,5.717386374172525,69.93998301267679,0,C_S4
76,2023-12-14,South,A,S3,55.6568516190533,31.935320589381696,3,10.858565370682502,78.95899218645654,0,A_S3
77,2023-08-30,South,B,S3,39.093105287841,26.50652169370081,5,11.077030796161868,48.89950398521262,0,B_S3
78,2023-06-15,North,A,S3,14.66053967793232,12.048876759575503,10,15.483347812584752,65.47298340885509,0,A_S3
79,2024-02-17,West,A,S2,44.592048538561386,27.8489285530853,6,6.706380795485071,75.5753693465033,0,A_S2
80,2024-05-03,East,B,S3,77.7207318636583,36.260602810431195,3,1.274943430711537,77.20919302829876,0,B_S3
81,2024-11-17,South,A,S4,40.159262143994,4.23981982506638,4,6.063784286152813,47.41118733860979,0,A_S4
82,2023-11-16,East,B,S1,61.861482598469166,30.359080100494165,5,0.24367857568530032,58.57518758115426,0,B_S1
83,2023-04-28,North,B,S1,67.9800829559505,55.31728506453787,12,0.11035682861951744,110.17073500264044,1,B_S1
84,2024-08-30,South,A,S2,49.809547960707164,44.729036798237544,3,12.714510108852428,58.80641097973696,0,A_S2
85,2024-04-04,East,C,S2,51.806834276169376,28.989404849763154,6,14.138859443366883,78.43043417913924,0,C_S2
86,2024-05-26,South,B,S3,24.255531401883324,6.889605060940622,5,10.01282755832998,42.90202445422612,0,B_S3
87,2023-03-12,West,C,S2,39.2575420524103,25.779494989281226,4,3.08768986517499,61.16654055955587,0,C_S2
88,2023-08-17,North,B,S3,63.60511436494994,41.67491818270617,8,0.3720403195188654,72.48389977427168,0,B_S3
89,2024-07-14,North,C,S1,50.910186455556016,35.351868027686066,5,3.267695320797002,75.10428196178859,0,C_S1
90,2024-08-30,East,A,S2,55.51012162165523,13.089843510292354,2,9.987076602899776,53.99128100690745,0,A_S2
91,2023-11-14,West,B,S3,51.99736369524577,56.46046768774876,4,3.8391902726869493,51.81232999637142,0,B_S3
92,2024-08-10,South,C,S2,82.88005916444646,58.787832843016936,3,2.960706550303751,76.84233625346526,0,C_S2
93,2024-09-06,North,A,S3,43.54220253217098,24.542411889385257,5,7.073331130839094,54.27086623145131,0,A_S3
94,2023-10-10,West,A,S3,74.08115064479465,38.70086934558996,6,12.25598767049796,90.91617836268607,1,A_S3
95,2024-10-17,South,C,S2,52.00254833310099,39.09997455249743,6,12.870522615383859,56.14375696092616,0,C_S2
96,2023-07-30,North,B,S2,75.41298461871197,49.21094769150351,3,5.629625877881248,80.29080079570085,0,B_S2
97,2023-06-24,East,B,S4,31.625328661127746,19.712377100952736,3,5.297167444768758,53.72564732343344,0,B_S4
98,2024-05-13,South,B,S4,52.76978311446291,35.328546937804234,4,1.379587309165426,57.58532678013215,0,B_S4
99,2024-04-09,West,C,S1,44.09469824114795,25.555062110891853,6,4.216495284592504,66.68797784700901,0,C_S1
100,2023-04-13,South,C,S3,52.09208503775059,34.47014914838877,6,16.196942045025168,72.38494668054808,0,C_S3
101,2024-08-30,East,B,S2,68.33564393999193,46.81228917162318,4,8.57227513454683,77.56892932190574,0,B_S2
102,2023-05-26,East,A,S1,55.682144080369184,36.15582144087772,3,25.084518990309206,101.24883597614263,1,A_S1
103,2024-08-10,North,A,S3,68.30574035040406,43.31081939681779,4,22.831536523145154,100.15950296197688,1,A_S3
104,2023-01-06,South,B,S1,39.94668360089082,35.11089122622394,10,5.613544905604555,78.84608907300786,0,B_S1
105,2024-08-04,North,C,S2,37.657483137144254,9.817632926938902,4,21.236193623784256,45.52656673127047,0,C_S2
106,2024-07-28,East,B,S3,50.241576097058996,23.761887429767953,7,1.8962483225011353,54.080063928460824,0,B_S3
107,2024-07-23,West,A,S4,49.42021732413372,29.864615882328412,0,2.8049143488066814,69.57547669870847,0,A_S4
108,2024-04-30,West,A,S2,47.212109467637106,22.488325017148334,4,7.976086547101001,90.87623825839202,1,A_S2
109,2023-12-11,South,B,S4,35.62052411493972,18.204054163012305,4,6.299627236407793,50.483660607976084,0,B_S4
110,2024-05-29,South,C,S4,67.97977384777832,51.08979857178734,5,13.829650656032612,90.85141558592397,1,C_S4
111,2023-07-22,East,A,S2,44.557441990497686,25.54269740263681,2,2.723189822318721,59.62000046200412,0,A_S2
112,2024-07-23,East,B,S1,71.39117183319023,28.201014878202344,9,21.105190061959263,97.35132371062035,1,B_S1
113,2024-02-10,West,C,S3,50.19115047806087,26.72795645216229,3,8.644331351986263,60.47710178753561,0,C_S3
114,2023-12-02,North,C,S1,59.72643396221067,36.300765770397376,4,3.9197479938497963,57.83106230453274,0,C_S1
115,2024-01-05,North,A,S4,58.36564464445524,35.336903046323755,5,0.34025965437330463,90.12137267826301,1,A_S4
116,2024-02-20,South,C,S2,37.63587889473722,27.029826867613647,3,26.76387925000055,60.30772982167447,0,C_S2
117,2023-01-28,South,B,S4,55.50804382328733,37.099934892016186,4,5.413539839734312,57.21076239617685,0,B_S4
118,2023-04-13,South,C,S3,78.92499416700659,46.24438771199607,6,3.6643007677735056,98.89127286597503,1,C_S3
119,2023-06-29,West,A,S2,53.77418379650535,22.72019221193974,3,5.550645658771725,56.638440164581986,0,A_S2
120,2023-03-25,North,B,S4,63.519151093395124,34.58237664293657,4,1.5893556730138552,87.0077609199728,0,B_S4
121,2023-11-17,West,B,S4,60.399077668882775,31.257234148355273,5,25.536655354119322,62.213132341438936,0,B_S4
122,2024-05-02,East,A,S4,54.605744875474805,30.482616503794834,9,11.503269060780406,108.10995417655806,1,A_S4
123,2024-04-22,East,B,S1,52.7971807658712,37.207656741585815,5,0.23218751410226043,81.57777395176352,0,B_S1
124,2023-12-10,East,B,S2,58.20973338681951,38.158662028601725,2,0.5266350461097422,71.67384944071628,0,B_S2
125,2024-09-16,North,B,S4,61.44923819713419,43.461588628214,5,28.130269545625705,64.00017709758416,0,B_S4
126,2024-02-17,East,A,S4,29.717539144233907,14.757857857717992,5,4.142960358032843,53.912533197094774,0,A_S4
127,2023-02-27,North,B,S2,53.70954333644682,44.292612148145956,4,74.42843397963698,93.53240957094323,1,B_S2
128,2024-07-12,East,A,S1,47.23883178879024,33.72600717404791,2,1.5189494884126975,71.99048403904062,0,A_S1
129,2024-02-24,East,C,S2,44.12709734522437,27.37413586187028,4,30.140597702482793,76.98576572050086,0,C_S2
130,2024-04-08,East,C,S3,69.4394656854286,46.49045208628091,10,4.74905985667824,109.73550115968519,1,C_S3
131,2024-02-17,South,A,S3,39.0028062790422,17.995600450377065,1,2.9804476332828242,63.21790824073221,0,A_S3
132,2024-02-09,South,A,S4,29.078464095349972,0.5770447295266123,2,12.203876510896528,44.10838267492888,0,A_S4
133,2023-03-08,South,A,S1,61.93574338078781,32.30787507591447,8,3.1060598271316238,96.13667390791659,1,A_S1
134,2024-02-13,North,B,S2,28.694092151691663,23.196110948952345,8,6.736867831359813,71.89553988963141,0,B_S2
135,2024-08-03,East,C,S2,21.080853830621546,13.290240615884635,0,6.806117757385259,44.62426302302567,0,C_S2
136,2023-08-10,North,B,S4,63.62401534984948,37.0797334284867,9,13.503051642342363,72.96102762841893,0,B_S4
137,2024-03-16,South,A,S1,52.380833758437326,24.645779688840573,4,7.803200352865558,73.49389949836821,0,A_S1
138,2023-01-23,East,A,S1,57.090794410531636,18.60787003898669,5,5.9138929442896515,83.3399199905493,0,A_S1
139,2023-09-11,North,A,S2,43.36358637830567,37.41691679350173,4,0.9302106591435394,77.98561293280171,0,A_S2
140,2023-11-15,West,C,S1,29.23390802586471,15.877186881025967,2,10.523163070389113,37.74709598766226,0,C_S1
141,2024-12-18,South,B,S3,32.213191795734986,15.891611222263464,2,6.131139745856382,42.780822906827105,0,B_S3
142,2023-06-06,North,B,S3,45.91716650853074,22.177129768383466,7,7.03572533865203,71.5673876125584,0,B_S3
143,2023-07-21,East,A,S3,30.913957131229374,28.584554099750655,2,23.47715617102598,58.11663599189857,0,A_S3
144,2023-10-26,East,C,S4,54.605793605684795,39.814282662445954,3,3.2959071101887245,68.03653810426111,0,C_S4
145,2024-12-25,East,A,S2,43.06313092948372,18.0999628440026,4,5.932034606085029,68.12495351132374,0,A_S2
146,2024-09-14,West,C,S2,52.77554071047958,40.981668146636025,3,4.899763632061921,54.49522884508225,0,C_S2
147,2023-01-26,South,C,S2,52.327221923396465,30.23576980266774,8,5.319433429625788,71.60973217195144,0,C_S2
148,2023-06-20,West,B,S4,55.801993316367906,28.596858485922922,4,8.19158620587605,63.64815997008224,0,B_S4
149,2024-08-22,South,C,S3,57.49223790933498,32.14644365122058,11,9.016621056359185,64.81769973048603,0,C_S3
150,2023-02-12,East,A,S1,44.841491138311326,20.63851667886762,3,0.7410782903969477,70.5978563281983,0,A_S1
151,2024-09-16,North,B,S3,52.759538999507456,21.08870657771415,2,5.501796817014819,50.5635445585197,0,B_S3
152,2023-07-25,East,A,S3,53.54012192630262,38.333120879850284,2,9.270127535424391,71.50440627107574,0,A_S3
153,2024-10-31,South,B,S1,13.56664536359952,6.374348345907968,6,10.775672928487733,22.363072120395536,0,B_S1
154,2023-08-03,East,A,S3,59.69788618789235,40.756407981897574,6,11.971231125935937,76.81977417919488,0,A_S3
155,2023-11-14,West,A,S3,52.24913294330377,33.64718641501863,5,2.256780209856511,63.43460213404548,0,A_S3
156,2024-04-28,West,A,S1,58.46073297865356,39.46476867801805,1,6.3577017469677894,76.12161216052854,0,A_S1
157,2023-04-03,West,A,S1,30.69734606829106,2.0505131977179403,6,4.470625780674703,63.218458652390936,0,A_S1
158,2024-02-11,North,B,S3,45.2634023725641,20.223959428682324,5,7.280138643069964,75.97340623332909,0,B_S3
159,2024-01-04,North,B,S3,33.627058151516295,24.73115293412456,6,9.47930711229027,71.72818184292615,0,B_S3
160,2024-07-26,West,A,S3,61.16902064319313,26.50276683282813,6,41.05806524803984,79.01498884066714,0,A_S3
161,2024-12-28,South,C,S2,28.92325186897259,20.338471791881403,2,20.873606219250377,41.662886700003625,0,C_S2
162,2024-04-29,North,C,S3,36.07017827116519,10.516470322550514,7,3.3814429919053612,68.02301523314782,0,C_S3
163,2023-10-26,South,A,S4,58.01471192407972,34.94037902240539,6,5.265145008131791,69.13193867288852,0,A_S4
164,2023-10-24,West,B,S1,40.55938201584128,37.21555236099322,6,16.393000933320778,62.03625733092133,0,B_S1
165,2023-11-02,South,B,S3,36.07414014816412,27.841285011551467,3,0.28554811295119975,34.75842788303421,0,B_S3
166,2024-08-17,North,B,S1,63.60079144310274,23.35454728633577,7,0.6273062964792622,65.31898002205027,0,B_S1
167,2023-08-23,East,A,S1,64.21567634887802,45.316377043856285,6,5.558637919461857,101.58795739201567,1,A_S1
168,2023-05-02,North,B,S4,60.83106788811498,51.07654654670565,4,0.6728931743234225,75.1631144159336,0,B_S4
169,2023-09-02,South,A,S1,62.7306451091044,60.01451514675655,2,9.691293936821118,79.73054254410134,0,A_S1
170,2023-01-17,North,A,S3,46.52631081592915,31.716392389307003,6,0.5772947687358925,91.69415135523548,1,A_S3
171,2023-03-19,East,B,S3,46.931105380450774,17.243303837187625,2,1.0460680318392317,59.55612287873024,0,B_S3
172,2023-03-07,South,B,S4,40.27878082199596,27.64469231739301,6,0.873454920518544,68.19374303299708,0,B_S4
173,2024-07-17,West,C,S3,52.51593751573966,44.277831296175506,8,12.326344847677245,60.81221732104703,0,C_S3
174,2024-06-11,South,A,S3,42.08152509011228,23.75220961606494,4,8.316935094471763,65.34102664146319,0,A_S3
175,2024-05-23,North,A,S4,43.504006911095345,34.44727552971767,5,0.7975805447907651,90.68793964882337,1,A_S4
176,2023-12-04,North,A,S4,58.9985065097435,28.682279914824594,4,16.158161762439033,78.7816459777037,0,A_S4
177,2024-06-07,North,A,S3,67.7680886827157,43.63967923464422,1,0.029064587892975148,85.2406529429256,0,A_S3
178,2023-04-28,South,A,S1,55.973903814051425,13.667706167069834,1,20.52754469871494,87.03130998240124,0,A_S1
179,2024-10-19,North,B,S1,76.91473797863853,38.54615973248937,4,2.461357339356541,79.59902708056333,0,B_S1
180,2024-01-01,South,B,S2,39.41726641950878,23.601394673450418,6,10.71106996433566,63.76927712870002,0,B_S2
181,2024-11-15,West,B,S3,22.43038041186112,10.551374402505186,2,7.262613338394576,23.327076856040712,0,B_S3
182,2023-04-22,West,A,S3,60.719418343843316,26.02671105210002,1,7.18925436139961,58.41998759701008,0,A_S3
183,2023-12-30,East,A,S4,38.42249671029903,19.05624844149977,5,2.768970573679286,68.25133598799607,0,A_S4
184,2024-05-23,West,B,S1,45.894616373369544,30.174010211765697,3,5.553013671439679,130.10535085143175,1,B_S1
185,2023-12-28,West,A,S1,23.453052348183146,13.382010712028137,4,13.658252930474632,61.014268374558,0,A_S1
186,2023-11-22,East,C,S1,36.5118462898126,22.39460833285451,3,13.261266815104328,51.37347894423687,0,C_S1
187,2023-05-02,West,A,S3,27.466588751311455,22.335703675472786,2,1.9003134888215947,60.807782503225205,0,A_S3
188,2023-10-06,North,B,S3,43.485451048695445,23.345969023351294,7,5.040906200336402,56.03793435728255,0,B_S3
189,2023-06-24,West,C,S1,44.08172759175575,37.322459619468766,5,5.992154707003484,57.86633912310432,0,C_S1
190,2023-08-09,South,B,S4,51.34940617322314,22.895475175122577,3,4.93636043847941,33.63806245750918,0,B_S4
191,2024-05-14,East,B,S2,68.59584446532763,56.58152710367273,5,30.438970223464544,89.58160785575085,1,B_S2
192,2024-04-05,West,B,S3,60.15359397346728,44.99646542803447,6,0.13274046251616334,73.74873323644317,0,B_S3
193,2024-03-19,South,A,S4,25.667455456842784,12.552491030007895,2,4.055361196864318,55.820684271224856,0,A_S4
194,2023-09-22,North,B,S1,59.12023153419285,33.15758928666706,0,11.699123134137505,42.90098432062062,0,B_S1
195,2024-12-01,South,C,S4,51.6763204616219,32.659677009867025,3,21.451990197213444,54.29723951777789,0,C_S4
196,2023-03-05,South,C,S4,48.532603519458526,33.90892955065093,5,36.46472366115685,93.08398022002444,1,C_S4
197,2023-09-08,West,B,S4,49.65950705094161,38.55209043243262,7,13.6774998032521,61.30271246636762,0,B_S4
198,2023-03-28,West,A,S1,53.06828642129383,21.116241868655628,11,2.6807887888529844,94.7622657758785,1,A_S1
199,2023-09-05,East,C,S2,39.62169813479652,27.272559857367884,2,16.06050874393236,50.307745478390245,0,C_S2
200,2024-12-03,West,B,S1,47.26473713713039,11.42672826257651,6,8.488753835910467,56.935830963998534,0,B_S1
201,2023-09-25,South,A,S2,67.75908685837751,39.23704822834264,7,1.630765236749431,72.81737664896116,0,A_S2
202,2024-10-25,South,A,S4,39.441413233617,35.29614797046986,2,2.7372464309365907,49.4509203398774,0,A_S4
203,2023-12-28,West,A,S4,34.55168035737357,9.390135956676152,10,3.4915186731582057,63.89656448163282,0,A_S4
204,2024-05-25,East,B,S4,49.074389781892236,16.65073158088204,5,4.522099060535433,54.38515254078337,0,B_S4
205,2023-11-30,East,A,S2,33.04150314865478,21.591262685576677,5,15.542361948792161,72.3699425965665,0,A_S2
206,2023-07-14,South,A,S4,24.15825317818492,25.594385220291766,10,11.620140482144697,57.911400046034174,0,A_S4
207,2024-07-11,East,A,S4,44.832992343877756,29.50295901500923,6,11.599789638354993,86.61684559398105,0,A_S4
208,2024-12-08,West,C,S4,71.72932826845886,27.800653786022906,3,17.064408585444887,63.76481347186147,0,C_S4
209,2023-07-12,South,A,S4,49.420938561846604,16.18753583273777,3,15.741297331223624,51.071186311499474,0,A_S4
210,2024-07-22,North,A,S3,52.6786564167232,32.38916531346928,5,3.053605275241114,90.55925480845673,1,A_S3
211,2023-07-10,North,B,S1,18.04777462773312,1.3947254222737318,5,4.495841907183755,31.068572696879407,0,B_S1
212,2024-06-07,North,A,S2,56.571882386614206,35.03661978321377,8,12.786933319313556,78.19045532491319,0,A_S2
213,2024-07-29,South,C,S4,51.40048791964688,32.40825365792364,5,17.42193263669563,49.646388010515956,0,C_S4
214,2023-11-25,East,C,S2,40.02627757940968,20.09770646238412,6,13.325824911815893,57.765118601796665,0,C_S2
215,2024-06-21,West,B,S1,52.70075707103561,46.138488594211864,8,11.226943014743151,68.38332535811314,0,B_S1
216,2023-07-18,North,B,S4,52.551824257369404,36.25483219389598,5,4.41200949337626,63.75411158856523,0,B_S4
217,2023-02-27,West,A,S2,34.10768107463097,30.15733567513199,4,6.20613874147668,57.47726862210295,0,A_S2
218,2023-03-12,East,A,S4,54.977805901698645,40.35133760719216,6,1.1037269640276546,99.91050511416346,1,A_S4
219,2023-11-23,North,A,S2,67.95703133790732,39.57363030714545,6,10.95964484606097,92.28620916067554,1,A_S2
220,2024-10-20,South,A,S2,46.58087786789725,26.392948710023564,5,2.034261420727626,49.078002065907675,0,A_S2
221,2023-04-04,South,A,S2,36.986086963443384,19.810691883435865,6,20.84063991016603,59.06952080712439,0,A_S2
222,2023-11-29,West,B,S2,47.336298952974076,33.850597391786394,4,0.6424248906435681,49.454110670061105,0,B_S2
223,2024-05-28,West,A,S2,62.81919792596643,32.48859733660495,6,0.8867908034487628,94.0020768840997,1,A_S2
224,2023-05-28,West,A,S2,31.605217410540916,32.76339398260109,3,11.385659566842737,78.13284505295536,0,A_S2
225,2024-06-10,East,B,S4,58.67837388176272,29.24006989967849,5,3.6675501363790515,70.43393267567318,0,B_S4
226,2023-08-12,South,B,S2,39.82978312219279,25.6136704516919,3,3.8132115917850307,40.81844829370696,0,B_S2
227,2024-08-13,South,A,S2,53.63094622069606,30.345921236050046,3,10.697498658229474,59.64193639173258,0,A_S2
228,2024-02-27,West,A,S4,41.53503087431655,21.314672009497716,5,8.317196363413256,77.6626423649547,0,A_S4
229,2024-02-04,North,A,S2,41.494745673776585,42.27562222397485,0,4.093551732333399,81.96453849866266,0,A_S2
230,2023-05-10,South,A,S1,72.84642374352572,40.195419514815725,5,5.3347676210604416,92.26960269976883,1,A_S1
231,2023-12-05,North,C,S1,28.863701141997623,14.880451237259159,8,1.339132100645283,53.80910527824611,0,C_S1
232,2024-09-17,South,C,S2,57.28049266318316,29.055226810262774,5,2.5390953220517263,63.357214829639865,0,C_S2
233,2023-01-15,South,B,S3,75.9698661638193,45.91024462380296,8,8.348319775579775,97.93445416215613,1,B_S3
234,2024-07-07,North,B,S4,60.282828897092344,35.35924639951385,7,12.484056792029612,76.85859630562003,0,B_S4
235,2023-12-26,South,B,S1,30.03354471441227,9.066101783012924,3,11.314837784883247,41.77704627034075,0,B_S1
236,2024-06-09,West,B,S3,30.776292366268915,15.0708165049801,2,8.08835495457773,40.150316648307715,0,B_S3
237,2024-04-29,East,A,S2,38.72561935030398,28.112863952454077,2,12.378264853904238,75.72158131493569,0,A_S2
238,2023-11-12,West,A,S2,52.36861867279812,39.6370659990545,4,5.113358490560196,62.19134461162998,0,A_S2
239,2023-08-14,West,B,S2,53.38914041133578,32.225489150525306,5,18.32546496590704,74.614012611651,0,B_S2
240,2024-04-02,West,B,S2,30.92455168550461,19.02668933652844,3,7.625094200387622,65.7801700723302,0,B_S2
241,2023-04-13,South,A,S1,36.9086381232955,19.257222299855087,4,16.820991484790696,85.2904532266283,0,A_S1
242,2024-03-02,West,A,S1,37.8277626952997,18.677124001516752,9,12.382659197819038,78.26889003628774,0,A_S1
243,2023-03-11,West,A,S3,47.28879787827661,21.016694487907547,4,17.610104102966087,94.36976832848632,1,A_S3
